超清精彩0612,#genre#
江西2都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226239/2/index.m3u8?fmt=ts2hls$1080p
江西3经济,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/2/index.m3u8?fmt=ts2hls$576p
江西3经济,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226432/2/index.m3u8?fmt=ts2hls$576p
江西5公共农业,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/2/index.m3u8?fmt=ts2hls$1080p
江西6少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/2/index.m3u8?fmt=ts2hls$1080p
江西7新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/2/index.m3u8?fmt=ts2hls$1080p
江西电视指南,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226376/2/index.m3u8?fmt=ts2hls$1080p
江西广电,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226381/2/index.m3u8?fmt=ts2hls$1080p
江西广电,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226389/2/index.m3u8?fmt=ts2hls$1080p
江西广电,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226414/2/index.m3u8?fmt=ts2hls$1080p
江西教育台,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/2/index.m3u8?fmt=ts2hls$1080p
江西教育台,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226410/2/index.m3u8?fmt=ts2hls$1080p
江西移动,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226427/2/index.m3u8?fmt=ts2hls$1080p
南昌1新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226382/2/index.m3u8?fmt=ts2hls$1080p
南昌2都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226385/2/index.m3u8?fmt=ts2hls$1080p
南昌3资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226374/2/index.m3u8?fmt=ts2hls$1080p
山东教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225719/index.m3u8$576p
山东教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226353/2/index.m3u8?fmt=ts2hls$576p
上饶经济,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226416/2/index.m3u8?fmt=ts2hls$1080p
上饶新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226419/2/index.m3u8?fmt=ts2hls$1080p
金鹰纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226198/index.m3u8$1080p
金鹰纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225595/2/index.m3u8?fmt=ts2hls$1080p
金鹰卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226246/2/index.m3u8?fmt=ts2hls$1080p
九江1公共,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226420/2/index.m3u8?fmt=ts2hls$1080p
九江2新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226417/2/index.m3u8?fmt=ts2hls$1080p
九江3教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226423/2/index.m3u8?fmt=ts2hls$1080p

数字频道,#genre#
NewTV超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8$1080p
NewTV超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225765/index.m3u8$1080p
NewTV超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225623/index.m3u8$1080p
NewTV超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225766/index.m3u8$1080p
NewTV超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225620/index.m3u8$1080p
NewTV超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225768/index.m3u8$1080p
NewTV潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8$1080p
NewTV大波电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226265/index.m3u8$1080p
NewTV大波赛事,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8$1080p
NewTV东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8$1080p
NewTV精品大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225714/index.m3u8$1080p
NewTV精品萌宠,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226245/index.m3u8$1080p
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8$1080p
NewTV军旅剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225669/index.m3u8$1080p
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8$1080p
NewTV古装剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8$1080p
NewTV海外剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8$1080p
NewTV军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8$1080p
NewTV中国功夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225660/index.m3u8$1080p
NewTV炫舞未来,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225707/index.m3u8$1080p
NewTV怡伴健康,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225666/index.m3u8$1080p
NewTV欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8$1080p
NewTV谋战大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225711/index.m3u8$1080p
NewTV农业致富,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225670/index.m3u8$1080p
河南文物宝库,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226328/2/index.m3u8?fmt=ts2hls$1080p
河南武术世界,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225508/2/index.m3u8?fmt=ts2hls$1080p
河南梨园频道,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225581/2/index.m3u8?fmt=ts2hls$1080p
陶瓷,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226304/2/index.m3u8?fmt=ts2hls$1080p
财富天下,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226336/2/index.m3u8?fmt=ts2hls$1080p
国学频道,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226338/2/index.m3u8?fmt=ts2hls$576p
环球旅游,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226313/2/index.m3u8?fmt=ts2hls$1080p
环球奇观,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226378/2/index.m3u8?fmt=ts2hls$576p
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8$576p
睛彩广场舞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226391/index.m3u8$1080p
睛彩广场舞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226383/2/index.m3u8?fmt=ts2hls$1080p
睛彩竞技,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226243/index.m3u8$1080p
睛彩竞技,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226400/2/index.m3u8?fmt=ts2hls$1080p
睛彩蓝球,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226240/index.m3u8$1080p
睛彩篮球,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226403/2/index.m3u8?fmt=ts2hls$1080p
睛彩青少,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226261/index.m3u8$1080p
睛彩青少,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226380/2/index.m3u8?fmt=ts2hls$1080p
卡酷少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226362/2/index.m3u8?fmt=ts2hls$1080p
卡酷少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8$576p
快乐垂钓,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225780/2/index.m3u8?fmt=ts2hls$1080p
四海钓鱼,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226330/2/index.m3u8?fmt=ts2hls$1080p
新华中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226297/index.m3u8$1080p
新华英文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226298/index.m3u8$1080p
体育6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226445/index.m3u8$1080p
生态环境,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226325/2/index.m3u8?fmt=ts2hls$576p
优漫卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225665/index.m3u8$576p
优优宝贝,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226312/2/index.m3u8?fmt=ts2hls$576p
新动漫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226322/2/index.m3u8?fmt=ts2hls$576p
汽摩,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225506/2/index.m3u8?fmt=ts2hls$576p
书法,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226370/2/index.m3u8?fmt=ts2hls$576p

测试频道,#genre#
测试,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226397/index.m3u8$1080p
测试2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226436/index.m3u8$1080p
测试3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226450/index.m3u8$1080p
测试4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226462/index.m3u8$1080p
测试5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226444/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225975/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225976/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225973/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225971/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225970/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225974/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225972/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226190/index.m3u8$1080p
购物,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226219/index.m3u8$1080p

江西电信自建,#genre#
湖南卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.43:5140
深圳卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.57:5140
CCTV16,http://publiciptv.dynv6.net:12345/udp/239.252.219.59:5140
CCTV-4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.60:5140
广东卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.63:5140
四川卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.119:5140
山东卫视4K,http://publiciptv.dynv6.net:12345/udp/239.252.219.120:5140
爱上4K,http://publiciptv.dynv6.net:12345/udp/239.252.220.212:5140
翡翠台,http://129.211.14.102:25000/fct.m3u8
明珠台,http://129.211.14.102:25000/mzt.m3u8
CCTV1HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.200:5140
CCTV2HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.183:5140
CCTV3HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.193:5140
CCTV3HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.252:5140
CCTV4HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.184:5140
CCTV4HD欧洲,http://publiciptv.dynv6.net:12345/udp/239.252.219.192:5140
CCTV4HD美洲,http://publiciptv.dynv6.net:12345/udp/239.252.219.193:5140
CCTV5HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.198:5140
CCTV5+HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.72:5140
CCTV5HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.236:5140
CCTV6HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.195:5140
CCTV6HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.237:5140
CCTV7HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.185:5140
CCTV8HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.196:5140
CCTV8HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.253:5140
CCTV9HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.186:5140
CCTV10HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.91:5140
CCTV11HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.78:5140
CCTV12HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.187:5140
CCTV13HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.139:5140
CCTV14HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.92:5140
CCTV15HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.79:5140
CCTV17HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.192:5140
CCTV1,http://publiciptv.dynv6.net:12345/udp/239.252.219.10:5140
CGTN,http://publiciptv.dynv6.net:12345/udp/239.252.220.150:5140
CGTN俄语,http://publiciptv.dynv6.net:12345/udp/239.252.219.67:5140
CGTN法语,http://publiciptv.dynv6.net:12345/udp/239.252.219.65:5140
CGTN英文纪录,http://publiciptv.dynv6.net:12345/udp/239.252.219.195:5140
CGTN英语,http://publiciptv.dynv6.net:12345/udp/239.252.219.194:5140
CGTN西班牙语,http://publiciptv.dynv6.net:12345/udp/239.252.219.196:5140
CGTN阿拉伯语,http://publiciptv.dynv6.net:12345/udp/239.252.219.66:5140
世界地理HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.93:5140
兵器科技HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.98:5140
央视台球HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.80:5140
央视精品HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.81:5140
女性时尚HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.94:5140
怀旧剧场HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.90:5140
电视指南HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.97:5140
第一剧场HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.86:5140
风云剧场HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.89:5140
风云足球HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.96:5140
风云音乐HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.87:5140
高尔夫网球HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.95:5140
中国天气,http://publiciptv.dynv6.net:12345/udp/239.252.219.143:5140
CETV1HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.198:5140
CETV2,http://publiciptv.dynv6.net:12345/udp/239.252.219.73:5140
CETV4,http://publiciptv.dynv6.net:12345/udp/239.252.219.169:5140
CHC动作电影,http://publiciptv.dynv6.net:12345/udp/239.252.219.85:5140
CHC家庭影院,http://publiciptv.dynv6.net:12345/udp/239.252.219.84:5140
CHCHD电影,http://publiciptv.dynv6.net:12345/udp/239.252.219.83:5140
法治01CCTV,http://publiciptv.dynv6.net:12345/udp/239.252.220.74:5140
相声小品11台,http://publiciptv.dynv6.net:12345/udp/239.252.220.146:5140
碟战剧场华数,http://publiciptv.dynv6.net:12345/udp/239.252.220.145:5140
野外10科教,http://publiciptv.dynv6.net:12345/udp/239.252.220.73:5140
军事,http://publiciptv.dynv6.net:12345/udp/239.252.220.206:5140
军旅剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.76:5140
古装剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.77:5140
喜剧影院,http://publiciptv.dynv6.net:12345/udp/239.252.220.79:5140
城市剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.75:5140
武侠剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.88:5140
热播剧场,http://publiciptv.dynv6.net:12345/udp/239.252.220.138:5140
音乐现场,http://publiciptv.dynv6.net:12345/udp/239.252.220.87:5140
光影,http://publiciptv.dynv6.net:12345/udp/239.252.220.200:5140
光影2,http://publiciptv.dynv6.net:12345/udp/239.252.220.85:5140
动画,http://publiciptv.dynv6.net:12345/udp/239.252.219.165:5140
卡酷少儿-,http://publiciptv.dynv6.net:12345/udp/239.252.219.109:5140
三沙卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.76:5140
东南卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.82:5140
东方卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.229:5140
云南卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.185:5140
兵团卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.107:5140
内蒙古卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.48:5140
北京卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.206:5140
厦门卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.75:5140
吉林卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.188:5140
四川卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.93:5140
天津卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.61:5140
宁夏卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.104:5140
安徽卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.83:5140
山东卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.228:5140
山西卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.27:5140
广东卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.213:5140
广西卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.183:5140
新疆卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.100:5140
江苏卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.214:5140
江西卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.63:5140
河北卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.154:5140
河南卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.189:5140
浙江卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.210:5140
海南卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.178:5140
深圳卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.212:5140
湖北卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.208:5140
湖南卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.201:5140
甘肃卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.140:5140
西藏卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.106:5140
贵州卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.190:5140
辽宁卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.62:5140
重庆卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.94:5140
陕西卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.105:5140
青海卫视,http://publiciptv.dynv6.net:12345/udp/239.252.219.46:5140
黑龙江卫视HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.211:5140
书画,http://publiciptv.dynv6.net:12345/udp/239.252.219.99:5140
优优宝贝,http://publiciptv.dynv6.net:12345/udp/239.252.220.219:5140
CCTV8HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.201:5140
嘉佳卡通,http://publiciptv.dynv6.net:12345/udp/239.252.219.92:5140
四海钓鱼,http://publiciptv.dynv6.net:12345/udp/239.252.220.214:5140
国学,http://publiciptv.dynv6.net:12345/udp/239.252.219.162:5140
国学,http://publiciptv.dynv6.net:12345/udp/239.252.220.157:5140
地理,http://publiciptv.dynv6.net:12345/udp/239.252.220.207:5140
墨宝,http://publiciptv.dynv6.net:12345/udp/239.252.219.168:5140
好学生,http://publiciptv.dynv6.net:12345/udp/239.252.220.90:5140
家庭影院,http://publiciptv.dynv6.net:12345/udp/239.252.220.86:5140
家庭理财,http://publiciptv.dynv6.net:12345/udp/239.252.220.217:5140
少儿动画,http://publiciptv.dynv6.net:12345/udp/239.252.220.136:5140
山东教育,http://publiciptv.dynv6.net:12345/udp/239.252.219.74:5140
快乐垂钓HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.177:5140
戏曲,http://publiciptv.dynv6.net:12345/udp/239.252.219.163:5140
收视指南,http://publiciptv.dynv6.net:12345/udp/239.252.220.144:5140
文物宝库HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.158:5140
新动漫,http://publiciptv.dynv6.net:12345/udp/239.252.220.132:5140
早教,http://publiciptv.dynv6.net:12345/udp/239.252.219.164:5140
星影,http://publiciptv.dynv6.net:12345/udp/239.252.220.210:5140
梨园HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.179:5140
武术,http://publiciptv.dynv6.net:12345/udp/239.252.220.203:5140
武术世界HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.180:5140
求索记录HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.224:5140
汽摩,http://publiciptv.dynv6.net:12345/udp/239.252.220.181:5140
法治天地,http://publiciptv.dynv6.net:12345/udp/239.252.219.56:5140
炫动卡通,http://publiciptv.dynv6.net:12345/udp/239.252.219.43:5140
爱体育,http://publiciptv.dynv6.net:12345/udp/239.252.220.141:5140
爱体育HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.211:5140
爱大剧,http://publiciptv.dynv6.net:12345/udp/239.252.220.143:5140
爱生活,http://publiciptv.dynv6.net:12345/udp/239.252.220.89:5140
爱电影,http://publiciptv.dynv6.net:12345/udp/239.252.220.142:5140
爱综艺,http://publiciptv.dynv6.net:12345/udp/239.252.220.140:5140
环球奇观,http://publiciptv.dynv6.net:12345/udp/239.252.220.135:5140
环球旅游,http://publiciptv.dynv6.net:12345/udp/239.252.220.218:5140
生态环境,http://publiciptv.dynv6.net:12345/udp/239.252.220.216:5140
生活时尚,http://publiciptv.dynv6.net:12345/udp/239.252.219.54:5140
百姓健康,http://publiciptv.dynv6.net:12345/udp/239.252.219.146:5140
精选,http://publiciptv.dynv6.net:12345/udp/239.252.219.161:5140
纪实人文HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.227:5140
经典电影,http://publiciptv.dynv6.net:12345/udp/239.252.220.139:5140
芒果跨年云监工,http://publiciptv.dynv6.net:12345/udp/239.252.219.187:5140
茶HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.160:5140
解密,http://publiciptv.dynv6.net:12345/udp/239.252.220.209:5140
证券服务,http://publiciptv.dynv6.net:12345/udp/239.252.219.144:5140
财富天下,http://publiciptv.dynv6.net:12345/udp/239.252.220.240:5140
足球,http://publiciptv.dynv6.net:12345/udp/239.252.220.205:5140
车迷,http://publiciptv.dynv6.net:12345/udp/239.252.220.215:5140
金鹰卡通HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.69:5140
金鹰纪实HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.155:5140
鉴赏,http://publiciptv.dynv6.net:12345/udp/239.252.219.166:5140
江西都市频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.238:5140
江西公共农业频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.102:5140
江西少儿频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.113:5140
江西影视旅游频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.242:5140
江西教育频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.115:5140
江西新闻频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.100:5140
江西移动电视频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.220.241:5140
江西经济生活频道HD,http://publiciptv.dynv6.net:12345/udp/239.252.219.173:5140
南昌2都市,http://publiciptv.dynv6.net:12345/udp/239.252.220.248:5140
南昌3资讯,http://publiciptv.dynv6.net:12345/udp/239.252.220.249:5140
赣州新闻,http://publiciptv.dynv6.net:12345/udp/239.252.220.252:5140
赣州经济,http://publiciptv.dynv6.net:12345/udp/239.252.220.253:5140
赣州科教,http://publiciptv.dynv6.net:12345/udp/239.252.220.254:5140

电信省,#genre#
CCTV4K,rtsp://115.153.254.81/PLTV/88888888/224/3221227073/106537394.smil
北京4K ,rtsp://115.153.254.81/PLTV/88888888/224/3221227248/119886813.smil
深圳4K,rtsp://115.153.254.81/PLTV/88888888/224/3221225609/iptv7995.smil

CCTV1 ,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV1 ,rtsp://115.153.253.80/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV2 ,rtsp://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil
CCTV3 ,rtsp://115.153.220.218:554/PLTV/88888888/224/3221226841/63329606.smil
CCTV4 ,rtsp://115.153.254.81/PLTV/88888888/224/3221226838/59814684.smil
CCTV5 ,rtsp://115.153.233.154/PLTV/88888888/224/3221226226/10000100000000060000000001408356_0.smil
CCTV6 ,rtsp://115.153.247.80:554/PLTV/88888888/224/3221226843/63329570.smil
CCTV7 ,rtsp://115.153.254.81/PLTV/88888888/224/3221226827/59814693.smil
CCTV8 ,rtsp://115.153.220.218:554/PLTV/88888888/224/3221226854/63329578.smil
CCTV9 ,rtsp://115.153.254.81/PLTV/88888888/224/3221226840/59814699.smil
CCTV10,rtsp://115.153.254.81/PLTV/88888888/224/3221226630/51813372.smil
CCTV11,rtsp://115.153.254.81/PLTV/88888888/224/3221225529/iptv7955.smil
CCTV12,rtsp://115.153.254.81/PLTV/88888888/224/3221226829/59814709.smil
CCTV13,rtsp://115.153.254.81/PLTV/88888888/224/3221225533/iptv7957.smil
CCTV14,rtsp://115.153.254.81/PLTV/88888888/224/3221226634/51813368.smil
CCTV15,rtsp://115.153.254.81/PLTV/88888888/224/3221225537/iptv7959.smil
CCTV16,rtsp://115.153.254.81/PLTV/88888888/224/3221227051/92603106.smil
CCTV17,rtsp://115.153.254.81/PLTV/88888888/224/3221226846/61397282.smil
第一剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226961/86128891.smil
风云音乐,rtsp://115.153.254.81/PLTV/88888888/224/3221226994/86128897.smil
风云剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226963/86128874.smil
怀旧剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226996/86128881.smil
兵器科技,rtsp://115.153.254.81/PLTV/88888888/224/3221227004/86132185.smil
央视精品,rtsp://115.153.254.81/PLTV/88888888/224/3221226957/86128679.smil
央视台球,rtsp://115.153.254.81/PLTV/88888888/224/3221226955/86106661.smil
中国天气,rtsp://115.153.254.81/PLTV/88888888/224/3221227056/89471929.smil
收视指南,rtsp://115.153.254.81/PLTV/88888888/224/3221226987/86440886.smil
